,Reviews,Summary
129,"[[ 0.09222736  0.02751822  0.1728569  ... -0.0079878   0.16314723
   0.10677478]
 [ 0.08335398 -0.14962728  0.01240982 ... -0.17340878  0.32236102
  -0.07586236]
 [ 0.00113704  0.29189354 -0.03438771 ... -0.08207502  0.3397195
  -0.04100088]
 [ 0.11070812  0.15239024  0.17902747 ... -0.10112203  0.12214425
   0.04263759]
 [ 0.0365626   0.01369752  0.06907284 ...  0.3024199   0.11479391
   0.14540838]]","Стиральная машина с хорошей стиркой и вместительным барабаном, но шумная и потребляет много энергии."
130,"[[-0.05590628  0.32679713 -0.10344324 ...  0.09992415  0.17579965
  -0.00283104]
 [ 0.1560201   0.02245326 -0.0834825  ... -0.11940452  0.2571339
   0.18586864]
 [-0.2299107  -0.13169755  0.04802393 ...  0.14959005  0.2138236
   0.05769499]
 [-0.2126238   0.4913322   0.03983705 ...  0.13752286  0.27546605
   0.20958145]
 [ 0.13904978  0.08168025  0.15647641 ...  0.13912441  0.2884972
   0.09627979]]","Электрочайник с быстрым кипячением и стильным дизайном, но нагревается и шумит при работе."
131,"[[-0.2592404   0.63460475 -0.01127038 ... -0.12483621  0.24869849
   0.07863428]
 [ 0.03447884  0.26843765  0.05578237 ... -0.10209249 -0.17909661
   0.3011354 ]
 [ 0.02310634 -0.08644792 -0.05249111 ... -0.09093757  0.04587123
   0.07529594]
 [-0.00327179 -0.05635744  0.10349599 ...  0.35642     0.34406424
   0.00144192]
 [ 0.13193761  0.14050376 -0.03220012 ... -0.32557204  0.17260782
   0.07845312]]","Планшет с хорошей производительностью и большим объёмом памяти, но быстро садится и тяжёлый."
132,"[[ 0.02149776  0.2707614  -0.20253128 ... -0.00365907  0.3432711
   0.15515102]
 [ 0.08401091 -0.01963024 -0.02697249 ...  0.24510247  0.3603611
   0.09769254]
 [-0.00633224  0.08718062 -0.03138831 ...  0.23239775  0.22655751
   0.08791987]
 [-0.0271446   0.10177676  0.06275869 ...  0.09448392  0.34126282
   0.10659469]
 [ 0.02559725  0.05950529 -0.0966144  ...  0.19260798  0.13840309
  -0.09835894]]","Наушники с хорошим звуком и быстрой связью, но слабым аккумулятором и хрупким корпусом."
133,"[[-0.15947402  0.06418835  0.2281493  ...  0.06262698  0.14780135
   0.22527732]
 [ 0.06825303  0.10267342 -0.11064802 ...  0.03766649  0.13879642
   0.00281436]
 [-0.02392148 -0.20768818  0.02374898 ...  0.11127695  0.34621316
   0.11837827]
 [ 0.11984793  0.16134636  0.14867878 ...  0.2717952   0.44752333
   0.06115106]
 [ 0.18820985  0.1939961   0.07799324 ...  0.14832135  0.29652303
   0.03996038]]","Робот-пылесос с хорошей уборкой и автономностью, но проблемами с коврами и небольшой ёмкостью контейнера."
134,"[[-0.03019524  0.09482431 -0.0481413  ...  0.17135175  0.14752199
  -0.03185062]
 [ 0.11081356 -0.30731693  0.1603147  ...  0.10871882  0.11620885
  -0.31932577]
 [ 0.01706221  0.22822662  0.2434788  ...  0.11684714  0.1845489
   0.11751227]
 [-0.12202209  0.49234506 -0.29129556 ... -0.14603059  0.27903876
  -0.14100899]
 [ 0.03835846 -0.26239893 -0.05354873 ...  0.14656208  0.14133164
   0.05710053]]","Фотоаппарат с качественными снимками и хорошей автономностью, но сложным меню и маленьким экраном."
135,"[[-0.10539378  0.27491534  0.01264939 ... -0.02623901  0.10301366
   0.06823489]
 [-0.20296372  0.5506076   0.00477988 ... -0.11575092  0.06979784
  -0.07466122]
 [-0.09252013 -0.27758732 -0.04488108 ...  0.20217377  0.42898962
   0.14108182]
 [ 0.01906464  0.0297017   0.02986085 ... -0.02080536  0.24864231
   0.17731895]
 [-0.2602777   0.17551272 -0.06878166 ...  0.18156558  0.3339328
   0.2791943 ]]","Смартфон с отличной камерой и удобным интерфейсом, но быстрой разрядкой и медленной зарядкой."
136,"[[ 0.0549967   0.14145969 -0.03152421 ... -0.14653769  0.27331117
   0.29578495]
 [ 0.1321123  -0.08732016 -0.01106029 ... -0.16010638  0.11024181
   0.13238087]
 [-0.2760536   0.30279735  0.09642535 ...  0.02676989  0.30078873
   0.18568084]
 [-0.09658722  0.20839535  0.09197246 ...  0.19165334  0.10038783
   0.43089566]
 [ 0.06163951  0.12518387  0.05605919 ... -0.12239807  0.2346477
   0.0534644 ]]","Холодильник с хорошей вместимостью и стильным дизайном, но шумный и с маленькой морозилкой."
137,"[[-0.0743311  -0.16655372 -0.07385772 ... -0.10377306  0.06044804
   0.02893696]
 [-0.2613395  -0.33886006  0.1479063  ... -0.0747471   0.197821
  -0.06689075]
 [-0.19794847  0.55746007 -0.09892618 ...  0.04256227  0.17203644
  -0.02703493]
 [ 0.11443841 -0.10826734  0.04322454 ... -0.456819    0.01231624
  -0.02641472]
 [ 0.06583255 -0.49072412 -0.08884602 ...  0.3036466   0.06566171
  -0.11318236]]","Игровая консоль с мощной графикой и удобным контроллером, но сильно греется и дорого стоит."
138,"[[-0.11902872  0.2791679  -0.14216897 ...  0.06654379  0.15807897
   0.17768595]
 [-0.11972026  0.31790197 -0.09438104 ... -0.35991454  0.2870836
   0.0495549 ]
 [ 0.16383879  0.04629457 -0.0495886  ... -0.39737642  0.30403122
  -0.04343859]
 [ 0.01428648 -0.01233395 -0.09624168 ...  0.07467473  0.28619057
   0.18649063]
 [ 0.2610218  -0.06309846  0.11738987 ...  0.13738164  0.19393748
   0.09577383]]","Электросамокат с хорошей скоростью и прочной конструкцией, но слабой подвеской и долгой зарядкой."
139,"[[-0.12561902  0.16539247 -0.11671372 ...  0.10007099  0.28307167
  -0.16615357]
 [-0.12860456 -0.19481443 -0.04799243 ...  0.14057034  0.43159488
  -0.16971298]
 [ 0.11058127  0.1868615   0.14633253 ...  0.0073465   0.27703664
   0.24546923]
 [ 0.12641531  0.12651378  0.11367028 ...  0.1809377   0.47523323
  -0.09307605]
 [-0.17971049  0.3175946  -0.00100578 ...  0.05495456  0.02462645
   0.20384459]]","Печь для пиццы с быстрым нагревом и вкусным результатом, но маленькой вместимостью и нагревающимся корпусом."
140,"[[ 0.00421711 -0.15862037  0.1620707  ... -0.27540568  0.4147022
   0.18046603]
 [-0.17360893  0.3939535   0.09137329 ...  0.3530179   0.24620105
   0.28519428]
 [ 0.02311568  0.34350806  0.15702738 ...  0.04320961  0.02011032
   0.08916558]
 [ 0.11226726  0.4486954  -0.01569107 ... -0.11974528 -0.01055633
   0.08933847]
 [ 0.20745705  0.2959332   0.0260469  ... -0.16988422 -0.00571046
   0.18493444]]","Утюг с хорошей функцией глажки и удобной настройкой температуры, но с коротким шнуром и неравномерным нагревом."
141,"[[ 0.22883521 -0.25524938  0.05857772 ...  0.19127579  0.25055522
   0.00850787]
 [-0.06845157  0.15624887 -0.07354642 ...  0.18913466  0.30314592
   0.15779884]
 [-0.11800631 -0.32998177 -0.11296804 ... -0.06540538  0.5277901
   0.10277943]
 [ 0.14297889  0.03343676 -0.05465223 ... -0.02342487  0.00509795
  -0.01490598]
 [ 0.2122442  -0.04684949 -0.01248321 ...  0.05648329  0.04699583
   0.21327363]]","Телевизор с отличным качеством изображения и удобными приложениями, но с недостаточным звуком и громоздким корпусом."
142,"[[-0.33574334  0.08180227  0.0743615  ...  0.25549948 -0.06894922
   0.01632367]
 [ 0.08774606  0.12951878  0.19693483 ...  0.08048952 -0.04427382
   0.23435035]
 [ 0.09048055  0.21053442 -0.18458158 ...  0.05471857  0.20356804
  -0.01352088]
 [-0.33137313  0.6135884  -0.06377646 ... -0.23370765  0.24568215
  -0.07397188]
 [-0.24908978  0.06612538  0.0611879  ...  0.18365826  0.11625668
  -0.07531329]]","Смарт-часы с точным измерением пульса и долгой батареей, но с проблемами GPS и ограниченными функциями."
143,"[[-0.24240382  0.01662948  0.03977774 ...  0.01732005  0.19995788
   0.25025403]
 [-0.164885    0.30004695 -0.00514175 ...  0.1686099   0.36821255
   0.12471398]
 [-0.03294621  0.3020544  -0.00955522 ... -0.03294834  0.05762525
   0.15026225]
 [-0.23630573  0.0669748  -0.1211267  ...  0.15438895  0.26744264
   0.25305897]
 [ 0.03463584 -0.05908326  0.37745592 ...  0.07966404  0.1904846
   0.19026409]]","Игровая мышь с точностью и стильной подсветкой, но с коротким проводом и громким звуком при использовании."
144,"[[ 0.02221756  0.13001348 -0.1784619  ... -0.19591627 -0.15011665
  -0.03669592]
 [-0.17647451 -0.07830195  0.07143106 ...  0.3559714   0.24513152
   0.07866317]
 [ 0.16605544 -0.13534802 -0.0932101  ...  0.50539225  0.48607054
   0.17655799]
 [ 0.01075128  0.21274282  0.09857005 ...  0.02481636 -0.14279667
   0.16898602]
 [ 0.12372185 -0.02652624  0.04867893 ... -0.09549684  0.01571202
  -0.02934427]]","Камера с отличным ночным режимом и хорошим зумом, но перегревается и имеет проблемы с фокусировкой."
145,"[[ 0.12937784  0.5401437  -0.3683082  ...  0.45280716  0.31173393
   0.00126858]
 [ 0.31812036  0.30729702 -0.07794248 ... -0.00680612 -0.46205842
   0.22475637]
 [ 0.07117035  0.01797196  0.0687459  ...  0.01559806  0.04626141
   0.00555398]
 [ 0.15198219  0.06261815 -0.0437917  ... -0.08265842  0.1392344
   0.0720567 ]
 [-0.0336961   0.07136068 -0.17689852 ... -0.5076676   0.04585459
   0.16139044]]","Велосипед с лёгкой рамой и удобным сиденьем, но с чувствительными тормозами и неподходящими колесами для горных трасс."
146,"[[ 0.09397541 -0.17532691 -0.02108717 ...  0.46851906  0.28450173
   0.02947875]
 [ 0.17545556  0.27804658  0.07948476 ...  0.01442186  0.07088418
   0.2672241 ]
 [ 0.02714553  0.3861565   0.02282158 ...  0.09968369  0.27645987
  -0.1366961 ]
 [ 0.1771955  -0.04691893  0.3385447  ... -0.06465231  0.4066213
  -0.07111961]
 [-0.22763866  0.66659474 -0.08102038 ... -0.18488191  0.22730535
  -0.07749141]]","Смарт-колонка с хорошим звуком и стильным дизайном, но с ограничениями в функциях и перегревом."
147,"[[ 0.16795754  0.33639947  0.02161486 ... -0.28236502 -0.03263718
   0.14043608]
 [ 0.02312806  0.11411344 -0.06717861 ... -0.1500809   0.21828982
   0.24211694]
 [ 0.13793515  0.05390424  0.16626236 ... -0.05971704  0.15396161
   0.04263055]
 [-0.00746835  0.10098156  0.22171932 ...  0.07478455  0.3139939
   0.01420201]
 [ 0.21311283  0.10673335 -0.29603103 ... -0.36818942  0.17033635
   0.04581334]]","Гриль с равномерным прогревом и хорошей сборкой, но слишком тяжёлый и занимает много места."
148,"[[ 0.21873204  0.36905587 -0.130731   ... -0.4704678  -0.06089413
  -0.01307982]
 [ 0.22247365  0.33571595  0.03580543 ... -0.25439814 -0.16549262
   0.06388196]
 [-0.08798806  0.09626836  0.06737607 ... -0.25362465  0.3263095
   0.23559433]
 [ 0.11710465  0.02117577 -0.11330041 ... -0.18728551  0.29098493
   0.07230407]
 [-0.256586    0.236129    0.15995498 ... -0.0751372   0.12956667
   0.2401906 ]]","Рюкзак с хорошим качеством материала и вместительностью, но тяжёлый и неудобные застёжки."
149,"[[-0.1317947  -0.09640172  0.03264486 ...  0.22848277  0.36340162
   0.17698492]
 [ 0.21192567  0.15123278 -0.10903385 ... -0.14354382  0.32497102
   0.22877032]
 [ 0.02820811 -0.07072079  0.21919471 ... -0.12771364  0.412995
   0.24472018]
 [-0.06392977  0.3983345  -0.07848721 ... -0.11336873  0.26004368
   0.09132869]
 [ 0.10294752  0.05015091 -0.01367405 ... -0.06808151  0.25066525
   0.16250975]]","Миксер с множеством насадок и хорошей производительностью, но слишком шумный и громоздкий."
150,"[[-0.06675898  0.5237227  -0.23896423 ... -0.1407507   0.4010788
   0.11806504]
 [-0.07928318  0.2558835   0.06338292 ... -0.16290623  0.33433434
   0.13227382]
 [ 0.15063877  0.06439094  0.17986766 ...  0.08985706  0.17946751
   0.21537271]
 [-0.02223187  0.07990217  0.01042272 ... -0.05820582  0.30754298
   0.0406187 ]
 [ 0.05448873 -0.0023707   0.07458525 ... -0.09973906  0.1164237
   0.12319835]]","Шлем с хорошей видимостью и качественным материалом, но с неудобной вентиляцией и тугими ремнями."
151,"[[-0.2299611   0.0241705  -0.07565667 ...  0.3038039   0.5937466
  -0.25757033]
 [ 0.10110942  0.09229172  0.11869472 ... -0.07443184  0.36305022
   0.00097326]
 [ 0.18012428  0.2287178  -0.00573844 ... -0.45538908  0.09408581
   0.19467391]
 [-0.04355187 -0.06636821  0.23176908 ... -0.0705179   0.4533938
   0.13841555]
 [-0.17620789  0.10261026  0.08880669 ...  0.07583637  0.349643
  -0.06410543]]","Соковыжималка с тихой работой и удобством, но долго выжимает сок и оставляет много отходов."
152,"[[-0.04178663 -0.00633372 -0.03864576 ... -0.07735769  0.06022504
   0.3851296 ]
 [ 0.03623584  0.20410287  0.1451693  ... -0.2846982   0.12485493
   0.03653052]
 [ 0.15386093 -0.01865231  0.10448573 ...  0.3852634   0.20668402
  -0.05376199]
 [-0.09932449  0.46619102  0.03501302 ... -0.1969909   0.04646325
   0.2101041 ]
 [-0.07364649 -0.01151533 -0.03116429 ...  0.01367319  0.34605625
   0.2150975 ]]","Холодильник с хорошей морозильной камерой и энергоэффективностью, но шумный и с ограниченным пространством."
153,"[[-0.24021165 -0.09216636 -0.20382969 ...  0.4695035   0.42251
  -0.05445014]
 [ 0.24268948 -0.05551926  0.20274816 ...  0.1466763   0.07251927
   0.01064453]
 [-0.07597651 -0.01468768 -0.02527621 ... -0.24474509  0.30678472
   0.05146259]
 [-0.05690712 -0.26430908 -0.00921363 ...  0.4091558   0.44754133
   0.0542609 ]
 [-0.02860733  0.14606713 -0.00581294 ...  0.19346824  0.27831912
   0.10320021]]","Кофемашина с отличным качеством кофе и системой самоочистки, но дорогие капсулы и шумная работа."
154,"[[-0.23610269  0.63157696 -0.07040055 ... -0.0862352   0.04658548
   0.01609531]
 [ 0.01692425 -0.0419834   0.15431398 ... -0.04825306  0.08754201
   0.09878392]
 [-0.08448589 -0.21543735  0.16484824 ...  0.20958622  0.5343612
   0.04992996]
 [ 0.02260944 -0.29939535  0.17781092 ...  0.13159083 -0.03764962
  -0.07589485]
 [-0.04646969  0.51059777 -0.14722991 ... -0.19399105  0.14878353
   0.29141137]]","Телефон с хорошей камерой и экраном, но с быстро разряжающейся батареей и проблемами с производительностью."
155,"[[ 0.05414693  0.02774834 -0.1394752  ...  0.0486215   0.33172306
   0.18914917]
 [-0.12974593  0.26374066  0.08619659 ...  0.11054432  0.32897982
   0.20944312]
 [ 0.10839475  0.43115458  0.17866243 ... -0.17078726  0.2570917
   0.20474744]
 [-0.08798376  0.02098581 -0.14550896 ... -0.05853049  0.32766145
  -0.01962971]
 [ 0.23883438 -0.05006784 -0.05332945 ...  0.12438405  0.37023133
   0.14862658]]","Наушники с хорошим звуком и шумоизоляцией, но неудобные для длительного ношения и с проблемами заряда."
